episode,global_step,episode_return,episode_score,episode_length,epsilon,mean_loss,eval_mean_return,eval_mean_score,eval_mean_length
210,225602,63.6879,23.0,175,0.349017,16.39941,0.0,0.0,0.0
211,225931,247.0046,47.0,329,0.347272,18.017941,0.0,0.0,0.0
212,227328,1607.6397,373.0,1397,0.345536,40.466446,0.0,0.0,0.0
213,230328,2206.1703,517.0,3000,0.343808,30.011392,0.0,0.0,0.0
214,230646,174.28,31.0,318,0.342089,26.025171,0.0,0.0,0.0
215,232327,1951.1655,403.0,1681,0.340379,25.903293,0.0,0.0,0.0
216,234866,2950.3879,545.0,2539,0.338677,29.903947,0.0,0.0,0.0
217,234938,-56.0866,5.0,72,0.336983,42.607955,0.0,0.0,0.0
218,236094,1321.3886,297.0,1156,0.335298,25.533865,0.0,0.0,0.0
219,236151,-72.8058,2.0,57,0.333622,43.580427,0.0,0.0,0.0
220,236552,139.0233,12.0,401,0.331954,15.256596,0.0,0.0,0.0
221,239217,3140.8244,609.0,2665,0.330294,24.851729,0.0,0.0,0.0
222,240655,1468.8357,250.0,1438,0.328643,24.545837,0.0,0.0,0.0
223,240818,54.6119,22.0,163,0.326999,14.708578,0.0,0.0,0.0
224,241394,515.8284,88.0,576,0.325364,26.351223,0.0,0.0,0.0
225,244394,3513.6681,552.0,3000,0.323738,21.529139,2618.402,647.6,2850.6
226,246289,1590.3083,329.0,1895,0.322119,29.787602,0.0,0.0,0.0
227,249289,3571.5613,608.0,3000,0.320508,36.268967,0.0,0.0,0.0
228,251069,2029.8338,393.0,1780,0.318906,27.94054,0.0,0.0,0.0
229,253618,2081.1658,484.0,2549,0.317311,23.201393,0.0,0.0,0.0
230,254307,716.203,165.0,689,0.315725,10.750363,0.0,0.0,0.0
231,254558,138.6184,22.0,251,0.314146,38.209749,0.0,0.0,0.0
232,255115,495.8128,72.0,557,0.312575,16.04903,0.0,0.0,0.0
233,255762,522.5265,50.0,647,0.311012,9.534509,0.0,0.0,0.0
234,256055,162.9876,23.0,293,0.309457,28.536876,0.0,0.0,0.0
235,258395,2754.8635,552.0,2340,0.30791,21.776334,0.0,0.0,0.0
236,259285,-462.9946,94.0,890,0.306371,18.82106,0.0,0.0,0.0
237,259481,68.4311,12.0,196,0.304839,22.925636,0.0,0.0,0.0
238,259863,-454.6744,15.0,382,0.303315,21.172332,0.0,0.0,0.0
239,260961,-3720.0329,15.0,1098,0.301798,30.235806,0.0,0.0,0.0
240,261022,-68.6909,2.0,61,0.300289,18.735853,0.0,0.0,0.0
241,262223,-2162.3956,3.0,1201,0.298788,30.677509,0.0,0.0,0.0
242,262501,74.392,13.0,278,0.297294,37.915147,0.0,0.0,0.0
243,264827,1416.349,447.0,2326,0.295807,27.712734,0.0,0.0,0.0
244,264902,-54.7899,4.0,75,0.294328,16.075302,0.0,0.0,0.0
245,265480,600.864,152.0,578,0.292856,38.905405,0.0,0.0,0.0
246,265775,58.7927,12.0,295,0.291392,37.505213,0.0,0.0,0.0
247,266367,509.762,107.0,592,0.289935,18.458964,0.0,0.0,0.0
248,269367,2470.5337,562.0,3000,0.288486,23.181289,0.0,0.0,0.0
249,269499,9.3549,14.0,132,0.287043,16.816821,0.0,0.0,0.0
250,270971,1712.8669,373.0,1472,0.285608,29.950063,3424.8566,726.0,2807.4
251,273971,3668.6078,695.0,3000,0.28418,39.668828,0.0,0.0,0.0
252,274987,1052.2358,168.0,1016,0.282759,32.016677,0.0,0.0,0.0
253,275297,212.6158,38.0,310,0.281345,16.659408,0.0,0.0,0.0
254,275483,73.4648,25.0,186,0.279938,18.081078,0.0,0.0,0.0
255,275682,73.0174,10.0,199,0.278539,31.578806,0.0,0.0,0.0
256,275916,113.4128,17.0,234,0.277146,36.58323,0.0,0.0,0.0
257,276466,485.4448,87.0,550,0.27576,22.333046,0.0,0.0,0.0
258,276823,-300.9221,5.0,357,0.274382,29.767398,0.0,0.0,0.0
259,277692,427.6325,141.0,869,0.27301,28.600729,0.0,0.0,0.0
260,278333,641.8557,133.0,641,0.271645,27.78033,0.0,0.0,0.0
261,279678,1335.7506,171.0,1345,0.270286,28.182329,0.0,0.0,0.0
262,279810,12.508,12.0,132,0.268935,25.015172,0.0,0.0,0.0
263,280921,1272.6504,296.0,1111,0.26759,21.889307,0.0,0.0,0.0
264,282318,1610.3545,346.0,1397,0.266252,29.662655,0.0,0.0,0.0
265,282421,-36.3391,8.0,103,0.264921,29.729284,0.0,0.0,0.0
266,284078,1139.7213,317.0,1657,0.263596,25.389106,0.0,0.0,0.0
267,284916,864.8065,160.0,838,0.262278,32.217216,0.0,0.0,0.0
268,285441,434.527,81.0,525,0.260967,18.359208,0.0,0.0,0.0
269,285543,-30.6398,7.0,102,0.259662,29.101432,0.0,0.0,0.0
270,286253,728.3164,153.0,710,0.258364,32.710263,0.0,0.0,0.0
271,288061,-31514.2949,74.0,1808,0.257072,36.119896,0.0,0.0,0.0
272,288544,258.1799,60.0,483,0.255787,66.292326,0.0,0.0,0.0
273,289106,494.2789,71.0,562,0.254508,52.808574,0.0,0.0,0.0
274,292106,3306.083,600.0,3000,0.253235,51.561307,0.0,0.0,0.0
275,292843,704.0793,107.0,737,0.251969,57.535107,-2570.5939,9.0,814.6
276,293633,-25.9535,46.0,790,0.250709,82.727715,0.0,0.0,0.0
277,294834,-2904.9528,8.0,1201,0.249456,58.519606,0.0,0.0,0.0
278,295059,116.0106,27.0,225,0.248208,82.608305,0.0,0.0,0.0
279,298059,3585.4658,647.0,3000,0.246967,55.605862,0.0,0.0,0.0
280,298216,36.413,14.0,157,0.245733,51.841312,0.0,0.0,0.0
281,299417,-4698.9491,7.0,1201,0.244504,55.010318,0.0,0.0,0.0
282,299774,-686.3001,6.0,357,0.243281,69.100821,0.0,0.0,0.0
283,300114,242.9868,34.0,340,0.242065,49.693338,0.0,0.0,0.0
284,300552,-703.0941,20.0,438,0.240855,61.17014,0.0,0.0,0.0
285,301294,-5880.5301,19.0,742,0.23965,92.454445,0.0,0.0,0.0
286,301741,-264.6047,13.0,447,0.238452,64.303259,0.0,0.0,0.0
287,302942,-3940.3137,8.0,1201,0.23726,65.24551,0.0,0.0,0.0
288,303086,9.5934,3.0,144,0.236074,55.305751,0.0,0.0,0.0
289,303232,29.8004,19.0,146,0.234893,57.356688,0.0,0.0,0.0
290,303735,-1295.5658,9.0,503,0.233719,62.473098,0.0,0.0,0.0
291,304360,-370.7439,26.0,625,0.23255,73.290828,0.0,0.0,0.0
292,304607,-109.0967,11.0,247,0.231387,83.612945,0.0,0.0,0.0
293,304749,10.2872,6.0,142,0.23023,99.514924,0.0,0.0,0.0
294,304853,-90.9765,1.0,104,0.229079,74.949717,0.0,0.0,0.0
295,305007,28.0952,9.0,154,0.227934,60.067404,0.0,0.0,0.0
296,305146,3.9031,4.0,139,0.226794,58.403045,0.0,0.0,0.0
297,305270,-12.1018,6.0,124,0.22566,55.879869,0.0,0.0,0.0
298,305648,-645.6081,5.0,378,0.224532,74.7413,0.0,0.0,0.0
299,305695,-85.4143,0.0,47,0.223409,48.564576,0.0,0.0,0.0
300,305898,6.9682,11.0,203,0.222292,59.593183,-2080.0283,3.2,1201.0
